paso,tiempo_s,ps0_raw,ps7_raw,ps0_norm,ps7_norm,front_norm_crudo,front_norm_filtrado,front_metros_crudo,front_metros_kalman,ganancia_K,delta_d_encoder,ps1_norm,ps6_norm,ps2_norm,ps5_norm,accion
174,11.136,66.5,67.1,0.0162,0.0164,0.0163,0.0164,0.05448,0.05218,0.13177,-6.4e-05,0.0156,0.0179,0.0163,0.0154,girar_derecha
175,11.2,70.4,63.7,0.0172,0.0155,0.0164,0.0164,0.05441,0.05242,0.13177,6.4e-05,0.0154,0.0173,0.017,0.0168,girar_derecha
176,11.264,72.7,67.6,0.0178,0.0165,0.0171,0.0166,0.05327,0.05259,0.13177,-6.4e-05,0.0158,0.015,0.0182,0.0168,girar_derecha
177,11.328,66.8,71.1,0.0163,0.0174,0.0168,0.0167,0.0537,0.05268,0.13177,6.4e-05,0.0165,0.016,0.0171,0.0175,girar_derecha
178,11.392,69.9,66.9,0.0171,0.0163,0.0167,0.0167,0.05392,0.0529,0.13177,-6.4e-05,0.0155,0.0148,0.0163,0.0172,desacelerar
179,11.456,64.7,60.7,0.0158,0.0148,0.0153,0.0163,0.05605,0.05259,0.13177,0.000837,0.0167,0.0155,0.0163,0.0159,desacelerar
180,11.52,73.3,70.8,0.0179,0.0173,0.0176,0.0167,0.05262,0.05186,0.13177,0.000837,0.0152,0.015,0.0157,0.0177,desacelerar
181,11.584,66.9,70.5,0.0163,0.0172,0.0168,0.0167,0.0538,0.05139,0.13177,0.000837,0.0159,0.0156,0.0172,0.0161,desacelerar
182,11.648,64.6,64.3,0.0158,0.0157,0.0157,0.0164,0.05538,0.05119,0.13177,0.000837,0.016,0.0181,0.0169,0.0164,desacelerar
183,11.712,63.9,66.7,0.0156,0.0163,0.016,0.0163,0.05505,0.05103,0.13177,0.000772,0.0163,0.0175,0.0164,0.0162,desacelerar
184,11.776,70.2,70.5,0.0171,0.0172,0.0172,0.0165,0.05322,0.05059,0.13177,0.000837,0.0168,0.0181,0.0172,0.0173,desacelerar
185,11.84,67.4,62.6,0.0164,0.0153,0.0159,0.0163,0.05518,0.05047,0.13177,0.000837,0.017,0.0161,0.0162,0.0171,desacelerar
186,11.904,68.7,69.1,0.0168,0.0169,0.0168,0.0165,0.05372,0.05017,0.13177,0.000837,0.0182,0.0179,0.0153,0.0158,desacelerar
187,11.968,63.5,63.3,0.0155,0.0154,0.0155,0.0162,0.05579,0.05018,0.13177,0.000837,0.0144,0.0167,0.0174,0.0178,desacelerar
188,12.032,69.4,66.3,0.0169,0.0162,0.0166,0.0163,0.05412,0.05003,0.13177,0.000772,0.016,0.0167,0.0178,0.0164,desacelerar
189,12.096,61.5,64.8,0.015,0.0158,0.0154,0.016,0.05589,0.05008,0.13177,0.000837,0.0161,0.0149,0.0171,0.0158,desacelerar
190,12.16,65.9,66.9,0.0161,0.0163,0.0162,0.0161,0.05464,0.04995,0.13177,0.000837,0.0164,0.0158,0.0159,0.0158,girar_izquierda
191,12.224,66.2,68.1,0.0162,0.0166,0.0164,0.0162,0.05438,0.05053,0.13177,0.0,0.0157,0.0164,0.0165,0.0146,girar_izquierda
192,12.288,62.3,67.2,0.0152,0.0164,0.0158,0.0161,0.05527,0.05116,0.13177,-0.0,0.0168,0.016,0.0164,0.017,girar_izquierda
193,12.352,63.8,64.1,0.0156,0.0157,0.0156,0.0159,0.05557,0.05168,0.13177,6.4e-05,0.0163,0.0162,0.0158,0.016,girar_izquierda
194,12.416,65.2,64.4,0.0159,0.0157,0.0158,0.0159,0.05525,0.05221,0.13177,-6.4e-05,0.0165,0.0157,0.0169,0.0164,girar_izquierda
195,12.48,70.2,70.0,0.0171,0.0171,0.0171,0.0163,0.05331,0.05235,0.13177,-0.0,0.0163,0.0175,0.0171,0.017,girar_izquierda
196,12.544,67.7,63.5,0.0165,0.0155,0.016,0.0162,0.05496,0.0527,0.13177,0.0,0.0165,0.0156,0.0165,0.0159,girar_izquierda
197,12.608,65.3,61.0,0.0159,0.0149,0.0154,0.016,0.05589,0.05312,0.13177,-0.0,0.0167,0.0159,0.0171,0.0184,girar_izquierda
198,12.672,64.9,66.4,0.0158,0.0162,0.016,0.016,0.05493,0.0533,0.13177,6.4e-05,0.0167,0.0161,0.0162,0.015,girar_izquierda
199,12.736,69.4,68.4,0.0169,0.0167,0.0168,0.0162,0.05373,0.05341,0.13177,-6.4e-05,0.0175,0.0162,0.0166,0.0158,desacelerar
200,12.8,65.7,65.2,0.016,0.0159,0.016,0.0162,0.05499,0.05289,0.13177,0.000837,0.0159,0.0162,0.0171,0.0172,desacelerar
201,12.864,71.1,68.6,0.0174,0.0167,0.0171,0.0164,0.05339,0.05223,0.13177,0.000837,0.0162,0.0156,0.0163,0.0169,desacelerar
202,12.928,63.4,68.8,0.0155,0.0168,0.0161,0.0163,0.05477,0.0519,0.13177,0.000772,0.0167,0.0161,0.0159,0.0183,desacelerar
203,12.992,69.6,70.4,0.017,0.0172,0.0171,0.0166,0.05332,0.0513,0.13177,0.000901,0.016,0.0151,0.0161,0.0162,desacelerar
204,13.056,70.1,65.6,0.0171,0.016,0.0166,0.0166,0.05412,0.051,0.13177,0.000772,0.016,0.0168,0.0176,0.0165,desacelerar
205,13.12,68.2,72.7,0.0166,0.0178,0.0172,0.0168,0.05318,0.05056,0.13177,0.000837,0.0151,0.0157,0.0158,0.0166,desacelerar
206,13.184,68.3,73.6,0.0167,0.018,0.0173,0.0169,0.05299,0.05016,0.13177,0.000837,0.017,0.0158,0.0172,0.0157,desacelerar
207,13.248,71.2,70.1,0.0174,0.0171,0.0173,0.017,0.05309,0.04987,0.13177,0.000772,0.016,0.016,0.0168,0.0169,girar_derecha
208,13.312,69.4,64.3,0.0169,0.0157,0.0163,0.0168,0.05447,0.05042,0.13177,6.4e-05,0.016,0.0164,0.0162,0.0179,girar_derecha
209,13.376,72.7,62.5,0.0177,0.0153,0.0165,0.0167,0.05419,0.05097,0.13177,-6.4e-05,0.0173,0.0166,0.0168,0.0157,girar_derecha
210,13.44,68.0,66.0,0.0166,0.0161,0.0164,0.0166,0.05442,0.05137,0.13177,6.4e-05,0.0167,0.0166,0.0164,0.0175,girar_derecha
211,13.504,66.6,68.6,0.0163,0.0168,0.0165,0.0166,0.05419,0.05174,0.13177,0.0,0.0165,0.016,0.0163,0.0175,girar_derecha
212,13.568,71.5,69.3,0.0175,0.0169,0.0172,0.0168,0.0532,0.05199,0.13177,-6.4e-05,0.015,0.0168,0.0176,0.0165,girar_derecha
213,13.632,66.8,68.3,0.0163,0.0167,0.0165,0.0167,0.05422,0.05223,0.13177,6.4e-05,0.0175,0.016,0.0175,0.0173,girar_derecha
214,13.696,63.5,73.8,0.0155,0.018,0.0168,0.0167,0.05382,0.05244,0.13177,0.0,0.0154,0.0174,0.0146,0.0168,girar_derecha
215,13.76,64.6,64.5,0.0158,0.0157,0.0158,0.0164,0.05535,0.05282,0.13177,0.0,0.0168,0.017,0.0164,0.0145,girar_derecha
216,13.824,68.3,69.6,0.0167,0.017,0.0168,0.0165,0.0537,0.05294,0.13177,-0.0,0.0157,0.0164,0.0165,0.0163,desacelerar
217,13.888,71.9,72.5,0.0176,0.0177,0.0176,0.0169,0.05256,0.05222,0.13177,0.000772,0.0163,0.0182,0.0163,0.0163,desacelerar
218,13.952,66.3,70.8,0.0162,0.0173,0.0167,0.0168,0.05387,0.05171,0.13177,0.000837,0.0155,0.0157,0.016,0.0156,desacelerar
219,14.016,69.1,69.6,0.0169,0.017,0.0169,0.0169,0.05357,0.05123,0.13177,0.000837,0.0157,0.017,0.0153,0.0165,desacelerar
220,14.08,64.9,64.1,0.0158,0.0157,0.0158,0.0165,0.05536,0.05105,0.13177,0.000837,0.0167,0.018,0.0146,0.0156,desacelerar
221,14.144,72.1,67.5,0.0176,0.0165,0.017,0.0167,0.05339,0.05068,0.13177,0.000772,0.0182,0.0171,0.0168,0.0166,desacelerar
222,14.208,58.7,67.9,0.0143,0.0166,0.0154,0.0163,0.05584,0.05064,0.13177,0.000837,0.017,0.0169,0.0158,0.0167,desacelerar
223,14.272,69.1,70.0,0.0169,0.0171,0.017,0.0165,0.0535,0.05029,0.13177,0.000837,0.0167,0.0168,0.0181,0.0164,desacelerar
224,14.336,68.1,63.4,0.0166,0.0155,0.0161,0.0164,0.05488,0.05017,0.13177,0.000837,0.0171,0.0177,0.0153,0.0169,desacelerar
225,14.4,59.5,70.0,0.0145,0.0171,0.0158,0.0162,0.05526,0.05011,0.13177,0.000837,0.0161,0.0171,0.016,0.0164,desacelerar
226,14.464,66.2,67.2,0.0162,0.0164,0.0163,0.0162,0.05453,0.05002,0.13177,0.000772,0.017,0.0168,0.014,0.0165,desacelerar
227,14.528,67.7,70.3,0.0165,0.0172,0.0168,0.0164,0.05369,0.04978,0.13177,0.000837,0.0166,0.0165,0.0154,0.017,girar_derecha
228,14.592,66.5,66.6,0.0162,0.0163,0.0162,0.0164,0.0546,0.05041,0.13177,0.0,0.0169,0.0167,0.0175,0.0158,girar_derecha
229,14.656,70.1,66.4,0.0171,0.0162,0.0167,0.0165,0.05396,0.05088,0.13177,0.0,0.0165,0.0172,0.0167,0.017,girar_derecha
230,14.72,56.7,64.1,0.0138,0.0156,0.0147,0.0159,0.05699,0.05163,0.13177,6.4e-05,0.0163,0.0154,0.0153,0.0156,girar_derecha
231,14.784,62.2,67.1,0.0152,0.0164,0.0158,0.0159,0.05531,0.05217,0.13177,-6.4e-05,0.0168,0.0152,0.0171,0.0164,girar_derecha
232,14.848,67.0,68.8,0.0164,0.0168,0.0166,0.0161,0.05409,0.05237,0.13177,6.4e-05,0.0165,0.0167,0.0164,0.0155,girar_derecha
233,14.912,63.4,67.2,0.0155,0.0164,0.0159,0.016,0.05507,0.05278,0.13177,-6.4e-05,0.0168,0.0157,0.0176,0.017,girar_derecha
234,14.976,65.1,62.2,0.0159,0.0152,0.0155,0.0159,0.0557,0.05316,0.13177,-0.0,0.0164,0.0167,0.017,0.0169,girar_derecha
235,15.04,63.2,71.9,0.0154,0.0176,0.0165,0.0161,0.05423,0.05325,0.13177,6.4e-05,0.0169,0.0179,0.017,0.0154,girar_derecha
236,15.104,68.6,72.1,0.0167,0.0176,0.0172,0.0164,0.0532,0.0533,0.13177,-6.4e-05,0.0165,0.0166,0.0169,0.0164,desacelerar
237,15.168,68.1,70.3,0.0166,0.0172,0.0169,0.0165,0.05363,0.05262,0.13177,0.000837,0.0169,0.0158,0.0174,0.0166,desacelerar
238,15.232,63.7,71.6,0.0156,0.0175,0.0165,0.0165,0.05419,0.0521,0.13177,0.000837,0.0178,0.0153,0.0172,0.0157,desacelerar
239,15.296,68.6,62.2,0.0167,0.0152,0.016,0.0164,0.05502,0.05181,0.13177,0.000772,0.0158,0.0161,0.0166,0.0157,desacelerar
240,15.36,67.6,65.9,0.0165,0.0161,0.0163,0.0163,0.05451,0.05138,0.13177,0.000901,0.0162,0.0158,0.0171,0.016,desacelerar
